"Item","Item Name","Item Group","Warehouse","Stock UOM","Balance Qty","Balance Value","Opening Qty","Opening Value","In Qty","In Value","Out Qty","Out Value","Valuation Rate","Reserved Stock","Company"
"1000900","Lampe Led veto spot light chrome 3w","Ampoule led","Raw Materials - GSS","PCs",20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000902","Zhong zhou led bulb 2w","Ampoule led","Raw Materials - GSS","PCs",83.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000903","Zhong zhou led E14 yellow 220  4w","Ampoule led","Raw Materials - GSS","PCs",25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000904","Zhong zhou led high power lamp  4w","Ampoule led","Raw Materials - GSS","PCs",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000905","Zhong zhou led high power lamp  2w","Ampoule led","Raw Materials - GSS","PCs",27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000906","Qms lighting led 4.5w","Ampoule led","Raw Materials - GSS","PCs",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000907","Motd E27 9w","Ampoule led","Raw Materials - GSS","PCs",12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000908","Lipu led 3.5W","Ampoule led","Raw Materials - GSS","PCs",29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000909","Max smd led strip 220v","Ampoule led","Raw Materials - GSS","Ctn",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000910","Led outdoor light  50w","Ampoule led","Raw Materials - GSS","PCs",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001000","ZT63025060851 BANDSAW BLADE","BANDSAW BLADE","Raw Materials - GSS","PCs",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001001","CHG BANDSAW DLADE JOINT","BANDSAW BLADE","Raw Materials - GSS","PCs",24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001010","Bison kit","Bison kit","Raw Materials - GSS","PCs",279.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001020","Brass Cylindrical Handle","Brass Cylindrical Handle","Raw Materials - GSS","PCs",50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001030","Button 36  1000pcs/Box","Button","Raw Materials - GSS","PCs",7380.0,0.0,0.0,0.0,7380.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001031","Button 32  1000pcs/Box","Button","Raw Materials - GSS","PCs",13500.0,0.0,0.0,0.0,13500.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001032","Button 32  1000pcs/Box","Button","Raw Materials - GSS","PCs",7000.0,0.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001033","Button colour White","Button","Raw Materials - GSS","Box",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001034","Button colour Rondelle White","Button","Raw Materials - GSS","Box",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001035","Button colour ROSE","Button","Raw Materials - GSS","Box",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001036","Button colour VERT","Button","Raw Materials - GSS","Box",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001037","Button colour VIOLET","Button","Raw Materials - GSS","Box",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001070","Cache trou","Cache trou","Raw Materials - GSS","PCs",13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001080","Cheville S6  100pcs/Box","Cheville","Raw Materials - GSS","Box",367.0,0.0,0.0,0.0,367.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001081","Cheville S8  100pcs/Box","Cheville","Raw Materials - GSS","Box",80.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001082","Cheville metal colour white","Cheville","Raw Materials - GSS","PCs",72.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001083","Cheville metal M10 fix bolt 10mm","Cheville","Raw Materials - GSS","PCs",458.0,0.0,0.0,0.0,458.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001084","Cheville metal M8 fix bolt","Cheville","Raw Materials - GSS","PCs",117.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001085","Cheville metal M10 fix bolt 16mm","Cheville","Raw Materials - GSS","PCs",93.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001100","CIRCULAR SAW BLADE 315MM (JM27170003)","CIRCULAR SAW BLADE","Raw Materials - GSS","PCs",7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001110","Coke decor white","Coke decor","Raw Materials - GSS","Mtr",1167.0,0.0,0.0,0.0,1167.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001111","Coke decor Brown  dark","Coke decor","Raw Materials - GSS","Mtr",579.0,0.0,0.0,0.0,579.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001112","Coke decor Rouge","Coke decor","Raw Materials - GSS","Mtr",236.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001113","Coke decor black","Coke decor","Raw Materials - GSS","Mtr",757.0,0.0,0.0,0.0,757.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001114","Coke decor brown","Coke decor","Raw Materials - GSS","Mtr",684.0,0.0,0.0,0.0,684.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001120","Crochets rideau silver 4.5""","Crochets","Raw Materials - GSS","PCs",869.0,0.0,0.0,0.0,869.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001121","Crochets rideau Golden 4.5""","Crochets","Raw Materials - GSS","PCs",956.0,0.0,0.0,0.0,956.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001122","Crochets rideau Golden 3""","Crochets","Raw Materials - GSS","PCs",50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001140","Profile Cylinder your key Golden 60mm-3K BP","Cylinder","Raw Materials - GSS","PCs",35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001141","High quality profile cylinder blanc","Cylinder","Raw Materials - GSS","PCs",50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001142","Bath Cylinder (PS) 70 mm","Cylinder","Raw Materials - GSS","PCs",22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001150","door knicker brown","Door Knicker","Raw Materials - GSS","PCs",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001151","door knicker Golden","Door Knicker","Raw Materials - GSS","PCs",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001160","Lock door body N°5002","Door lock","Raw Materials - GSS","PCs",11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001170","Door Stopper","Door Stopper","Raw Materials - GSS","PCs",50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001180","Drawer Channel 35 cm","Drawer Channel","Raw Materials - GSS","PCs",159.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001181","Drawer Channel 40 cm","Drawer Channel","Raw Materials - GSS","PCs",169.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001182","Drawer Channel 45 cm","Drawer Channel","Raw Materials - GSS","PCs",77.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001190","Drawer lock size 2 chinois 808","Drawer Lock","Raw Materials - GSS","PCs",489.0,0.0,0.0,0.0,489.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001191","Drawer lock size 2 Milano","Drawer Lock","Raw Materials - GSS","PCs",35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001200","Gyproc fibre tape 50x90mtr","Fibre tape","Raw Materials - GSS","PCs",42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001210","Gold powder","Gold powder","Raw Materials - GSS","PCs",46.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001220","Handle door MILANO","Handle door","Raw Materials - GSS","PCs",199.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001221","Handle door Bruserstang","Handle door","Raw Materials - GSS","PCs",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001222","Handle door A01-83","Handle door","Raw Materials - GSS","PCs",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001223","Handle door S39 116 BB/GP","Handle door","Raw Materials - GSS","PCs",10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001224","Handle door L06-142 SN/CP","Handle door","Raw Materials - GSS","PCs",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001225","Lock body MILANO","Handle door","Raw Materials - GSS","PCs",199.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001240","Handel with screw","Handles Cupboard","Raw Materials - GSS","PCs",26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001241","Handel Golden type C'13cm","Handles Cupboard","Raw Materials - GSS","PCs",7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001242","Handel Golden type c' 12cm","Handles Cupboard","Raw Materials - GSS","PCs",15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001243","Handel Silver  type c' 10cm","Handles Cupboard","Raw Materials - GSS","PCs",20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001244","Handel Golden Brass 11cm","Handles Cupboard","Raw Materials - GSS","PCs",12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001245","Handel silver 18 cm SS FINISH","Handles Cupboard","Raw Materials - GSS","PCs",12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001246","Handel Golden type c' 12,5cm","Handles Cupboard","Raw Materials - GSS","PCs",18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001247","Handel Silver  type c' 7cm","Handles Cupboard","Raw Materials - GSS","PCs",106.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001248","Handel Golden type C'11cm","Handles Cupboard","Raw Materials - GSS","PCs",62.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001249","Handel silver type c' 34cm","Handles Cupboard","Raw Materials - GSS","PCs",9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001250","Handel Golden type C' 15cm","Handles Cupboard","Raw Materials - GSS","PCs",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001251","Handel Golden Manigalia C' 12,5cm","Handles Cupboard","Raw Materials - GSS","PCs",53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001252","Handel Golden Manigalia C' 16cm","Handles Cupboard","Raw Materials - GSS","PCs",15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001253","Handel silver type c' 19cm","Handles Cupboard","Raw Materials - GSS","PCs",11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001254","Handel Silver type C'15cm","Handles Cupboard","Raw Materials - GSS","PCs",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001255","Handel Silver type C'18cm","Handles Cupboard","Raw Materials - GSS","PCs",82.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001256","Handel silver type c' 24,5cm","Handles Cupboard","Raw Materials - GSS","PCs",43.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001257","Handel Silver  type C'11cm","Handles Cupboard","Raw Materials - GSS","PCs",105.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001258","Handel Golden type C'22cm","Handles Cupboard","Raw Materials - GSS","PCs",73.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001259","Handel silver EUR Satin Chrome","Handles Cupboard","Raw Materials - GSS","PCs",11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001260","Handel Silver type C' 15cm","Handles Cupboard","Raw Materials - GSS","PCs",132.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001261","Handel Golden type C'16cm","Handles Cupboard","Raw Materials - GSS","PCs",255.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001262","Handel Golden type C'13cm","Handles Cupboard","Raw Materials - GSS","PCs",354.0,0.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001263","Handel Golden rond 2cm","Handles Cupboard","Raw Materials - GSS","PCs",326.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001264","Handel Golden type C'11,5cm","Handles Cupboard","Raw Materials - GSS","PCs",96.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001265","Handel silver SS Satin 10cm","Handles Cupboard","Raw Materials - GSS","PCs",28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001266","Handel Golden rond 2cm small","Handles Cupboard","Raw Materials - GSS","PCs",127.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001267","Handel silver type c' 33cm","Handles Cupboard","Raw Materials - GSS","PCs",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001268","Handel Silver rond 2cm","Handles Cupboard","Raw Materials - GSS","PCs",44.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001269","Handel Silver type C' 9,5cm","Handles Cupboard","Raw Materials - GSS","PCs",62.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001270","Handel Silver type C'26cm","Handles Cupboard","Raw Materials - GSS","PCs",18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001271","Handel Silver type C'16cm","Handles Cupboard","Raw Materials - GSS","PCs",112.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001272","Handel Silver type C'12cm","Handles Cupboard","Raw Materials - GSS","PCs",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001273","Handel godlen type c'10cm","Handles Cupboard","Raw Materials - GSS","PCs",6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001303","roller blind 160x300","HEI BEI ROLLER BLIND","Raw Materials - GSS","PCs",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001304","roller blind 170x300","HEI BEI ROLLER BLIND","Raw Materials - GSS","PCs",9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001305","roller blind 180x300","HEI BEI ROLLER BLIND","Raw Materials - GSS","PCs",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001306","roller blind 200x300","HEI BEI ROLLER BLIND","Raw Materials - GSS","PCs",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001320","Hinge Big Brass Brown Golden","Hinge Door","Raw Materials - GSS","PCs",64.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001321","Hinge Brass 2BB Simplex 4X3,5X3mm","Hinge Door","Raw Materials - GSS","PCs",15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001322","Hinge Door size 4X3X3mm","Hinge Door","Raw Materials - GSS","PCs",16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001323","Hinge Door SS 404030-4BB 4X4X3mm","Hinge Door","Raw Materials - GSS","PCs",16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001324","Hinge FHP 4X3X3mm 4BB SS-B","Hinge Door","Raw Materials - GSS","PCs",79.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001325","SS201 Butt Hinge size 4X3X3mm","Hinge Door","Raw Materials - GSS","PCs",1191.0,0.0,0.0,0.0,1191.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001340","Hinges half pin new","Hinges","Raw Materials - GSS","PCs",54.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001341","hinges full pin new","Hinges","Raw Materials - GSS","PCs",166.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001350","Leg sofa metal 7cm","Leg metal","Raw Materials - GSS","PCs",48.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001351","Leg sofa metal 8cm small","Leg metal","Raw Materials - GSS","PCs",67.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001352","Leg sofa metal 8cm big","Leg metal","Raw Materials - GSS","PCs",39.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001353","Leg sofa metal 6,5cm","Leg metal","Raw Materials - GSS","PCs",100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001354","Leg sofa metal 17cm","Leg metal","Raw Materials - GSS","PCs",25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001355","Leg sofa metal 16,5","Leg metal","Raw Materials - GSS","PCs",36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001356","Leg sofa metal 11cm","Leg metal","Raw Materials - GSS","PCs",20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001357","Leg sofa metal 15cm","Leg metal","Raw Materials - GSS","PCs",10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001358","Leg sofa metal 16,5cm","Leg metal","Raw Materials - GSS","PCs",36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001359","Leg sofa metal 17cm","Leg metal","Raw Materials - GSS","PCs",32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001360","Leg sofa metal 36 cm","Leg metal","Raw Materials - GSS","PCs",175.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001370","Leg sofa plastique N°4","Leg plastique","Raw Materials - GSS","PCs",370.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001371","Leg sofa plastique N°5","Leg plastique","Raw Materials - GSS","PCs",265.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001372","Leg sofa plastique N°6","Leg plastique","Raw Materials - GSS","PCs",65.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001380","Lining Beige 200 mtr","Lining","Raw Materials - GSS","Roll",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001381","Lining Black 200 mtr","Lining","Raw Materials - GSS","Roll",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001382","Lining Black 54mtr NEW","Lining","Raw Materials - GSS","Roll",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001383","Lining White 54m chinois","Lining","Raw Materials - GSS","Roll",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001384","Lining light white","Lining","Raw Materials - GSS","Roll",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001400","Malmal Cotton 100% cotton Fabrics Bleached Mulmul ","Malmal","Raw Materials - GSS","PCs",17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001410","Masking tape 1""","Masking tape","Raw Materials - GSS","PCs",313.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001411","Masking tape 2""","Masking tape","Raw Materials - GSS","PCs",971.0,0.0,0.0,0.0,971.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001420","Metal Hooks","Metal Hooks","Raw Materials - GSS","Box",292.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001430","Normal hooks 43x19x43","Normal hooks","Raw Materials - GSS","Box",490.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001440","Panels pin 2 cm","Panels pin","Raw Materials - GSS","Box",50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001450","Plastic Nails Small Box/500Pcs","Plastic Nails","Raw Materials - GSS","PCs",4596.0,0.0,0.0,0.0,4596.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001451","Plastic Nails Moyen Box/500Pcs","Plastic Nails","Raw Materials - GSS","PCs",890.0,0.0,0.0,0.0,890.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001452","Plastic NailsS Big Box/500Pcs","Plastic Nails","Raw Materials - GSS","PCs",1822.0,0.0,0.0,0.0,1822.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001453","Plastic Nails Colour white box/500pcs","Plastic Nails","Raw Materials - GSS","PCs",4831.0,0.0,0.0,0.0,4831.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001454","Plastic Nails Colour Brown box/500pcs","Plastic Nails","Raw Materials - GSS","PCs",9992.0,0.0,0.0,0.0,9992.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001460","Pu foam","Pu foam","Raw Materials - GSS","PCs",25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001470","Reversible nu-pleat (Reflet Big) 100mtr","Reflet","Raw Materials - GSS","Roll",55.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001471","Reversible nu-pleat (Reflet Small)","Reflet","Raw Materials - GSS","Roll",25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001480","Day and Night Engliht Roller Blind Beige Size :90x210 cm","ROLLER BLIND","Raw Materials - GSS","PCs",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001481","Day and Night Engliht Roller Blind Marron Size :90x210 cm","ROLLER BLIND","Raw Materials - GSS","PCs",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001482","Day and Night Engliht Roller Blind Blanc et Gris Size :90x210 cm","ROLLER BLIND","Raw Materials - GSS","PCs",6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001483","Day and Night Engliht Roller Blind Rouge Size :90x210 cm","ROLLER BLIND","Raw Materials - GSS","PCs",6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001484","Day and Night Engliht Roller Blind Gris Size :90x210 cm","ROLLER BLIND","Raw Materials - GSS","PCs",6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001485","Roller Blind Day and Night Beige Size :120x210 cm","ROLLER BLIND","Raw Materials - GSS","PCs",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001486","Roller Blind Day and Night Beige Size Blanc et Gris :120x210 cm","ROLLER BLIND","Raw Materials - GSS","PCs",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001487","Blackout Jacquard Roller Blind Beige 120x210 cm","ROLLER BLIND","Raw Materials - GSS","PCs",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1001488","Blackout Jacquard Roller Blind Beige 180x210 cm","ROLLER BLIND","Raw Materials - GSS","PCs",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
